origin_country,destination_country,destination_city,university_name,course_name,field_of_study,year_of_enrollment,scholarship_received,enrollment_reason,graduation_year,placement_country,placement_company,starting_salary_usd,gpa_or_score,visa_status,post_graduation_visa,language_proficiency_test,test_score,duration,placement_status
3,4,Dublin,University College Dublin,Medicine,7,2023,1,Scholarship,2026,Ireland,Siemens,0.2738580384394684,-0.17839579883700477,3,3,1,-0.8707230536917584,1.214516984136964,1
7,8,London,UCL,Biotechnology,2,2020,1,Higher Ranking,2021,None,None,-0.8785035087145754,-0.7821826733178874,3,4,2,0.5665709440624668,-1.2311475026470962,0
0,2,Munich,LMU Munich,Law,3,2022,0,Political Stability,2025,Germany,IBM,1.6519161046251027,0.913065089647669,5,1,1,1.8122257421161292,1.214516984136964,1
1,9,New York,NYU,Political Science,4,2019,0,Quality of Life,2020,USA,SAP,-0.13888698483235182,-1.0840761105583296,5,2,1,-1.3498210529431667,-1.2311475026470962,1
8,0,Vancouver,University of British Columbia,Economics,0,2022,0,Higher Ranking,2024,Canada,SAP,0.6239775030493689,1.609742252510226,3,0,4,0.0,-0.008315259255065975,1
8,4,Dublin,University College Dublin,Economics,4,2023,0,Quality of Life,2024,None,None,-0.8785035087145754,-0.17839579883700477,0,1,0,-1.5414602526437293,-1.2311475026470962,0
8,6,Stellenbosch,Stellenbosch University,Psychology,4,2020,1,Higher Ranking,2023,None,None,-0.8785035087145754,0.8201748012659946,1,1,2,-0.008346655039222967,1.214516984136964,0
1,6,Pretoria,University of Pretoria,Economics,7,2021,1,Job Opportunities,2024,South Africa,Apple,1.9708805369031919,-0.039060366264493156,4,2,2,0.4707513442121854,1.214516984136964,1
5,0,Kingston,Queen's University,Architecture,5,2021,0,Political Stability,2022,Canada,Apple,1.973384770514673,-1.4324146919896081,1,4,2,1.5247669425652834,-1.2311475026470962,1
9,6,Durban,University of KwaZulu-Natal,Medicine,4,2022,1,Quality of Life,2024,None,None,-0.8785035087145754,-0.6196246686499577,2,2,1,0.27911214451162186,-0.008315259255065975,0
9,4,Galway,National University of Ireland Galway,Medicine,4,2021,1,Higher Ranking,2022,None,None,-0.8785035087145754,0.7969522291705755,4,0,2,0.8540297436133124,-1.2311475026470962,0
1,9,San Francisco,UC Berkeley,Design,2,2020,0,Political Stability,2021,USA,Facebook,1.075686035110847,-1.641417840848375,4,1,0,-0.19998585473978647,-1.2311475026470962,1
0,4,Cork,University College Cork,Electrical Engineering,5,2020,0,Job Opportunities,2021,None,None,-0.8785035087145754,-0.29450865931409725,5,1,1,0.27911214451162186,-1.2311475026470962,0
3,0,Toronto,University of Toronto,Biotechnology,6,2019,1,Scholarship,2021,None,None,-0.8785035087145754,-0.10872808255074845,4,2,3,0.4707513442121854,-0.008315259255065975,0
5,2,Munich,Technical University of Munich,Business Administration,4,2023,0,Quality of Life,2026,None,None,-0.8785035087145754,1.1452908106018551,5,0,0,-1.9247386520448564,1.214516984136964,0
5,2,Aachen,RWTH Aachen,Data Science,0,2020,0,Job Opportunities,2022,None,None,-0.8785035087145754,0.4253910756438789,5,4,0,-0.1041662548895043,-0.008315259255065975,0
4,9,San Francisco,UC Berkeley,Finance,6,2022,0,Quality of Life,2023,None,None,-0.8785035087145754,1.7258551129873196,2,3,2,-0.5832642541409127,-1.2311475026470962,0
1,2,Berlin,Humboldt University,Business Administration,1,2020,0,Political Stability,2022,None,None,-0.8785035087145754,1.6794099687964823,5,3,1,-0.7749034538414762,-0.008315259255065975,0
0,2,Munich,Technical University of Munich,Computer Science,6,2023,1,Job Opportunities,2025,None,None,-0.8785035087145754,1.6329648246056452,1,2,3,-0.9665426535420397,-0.008315259255065975,0
8,4,Maynooth,Maynooth University,Architecture,6,2023,0,Political Stability,2025,None,None,-0.8785035087145754,-1.618195268752957,1,1,0,-1.3498210529431667,-0.008315259255065975,0
3,9,New York,NYU,Political Science,7,2021,0,Political Stability,2024,None,None,-0.8785035087145754,-1.153743826844585,4,2,1,-0.48744465429063133,1.214516984136964,0
0,6,Johannesburg,University of the Witwatersrand,Political Science,7,2020,1,Higher Ranking,2021,South Africa,Siemens,0.29371444195727475,1.6561873967010632,5,1,3,1.4289473427150021,-1.2311475026470962,1
4,3,Delhi,Delhi University,Mechanical Engineering,6,2020,1,Job Opportunities,2022,India,Intel,0.7154313258056609,-0.921518105890399,1,1,1,1.6205865424155648,-0.008315259255065975,1
2,0,Ottawa,University of Ottawa,Electrical Engineering,7,2019,1,Quality of Life,2022,None,None,-0.8785035087145754,1.1685133826972731,3,4,2,-1.1581818532426031,1.214516984136964,0
1,0,Edmonton,University of Alberta,Business Administration,3,2023,0,Scholarship,2024,Canada,Deloitte,1.4680225403678413,1.4471842478422963,2,4,3,-1.5414602526437293,-1.2311475026470962,1
7,2,Stuttgart,University of Stuttgart,Architecture,7,2022,1,Job Opportunities,2023,None,None,-0.8785035087145754,1.5632971083193887,3,1,2,1.7164061422658479,-1.2311475026470962,0
0,3,Bangalore,IISc Bangalore,Data Science,4,2023,1,Job Opportunities,2025,India,Intel,1.387630725926832,1.5400745362239707,0,4,0,0.5665709440624668,-0.008315259255065975,1
8,6,Stellenbosch,Stellenbosch University,Mechanical Engineering,2,2020,0,Political Stability,2023,South Africa,Google,0.0037163023978127067,1.609742252510226,0,4,0,-1.9247386520448564,1.214516984136964,1
5,6,Grahamstown,Rhodes University,Political Science,0,2022,0,Political Stability,2024,South Africa,Google,1.255064091517485,1.0988456664110178,4,1,2,-0.1041662548895043,-0.008315259255065975,1
2,7,Abu Dhabi,Zayed University,Political Science,1,2019,0,Higher Ranking,2020,None,None,-0.8785035087145754,0.8433973733614127,4,4,2,0.9498493434635937,-1.2311475026470962,0
9,6,Stellenbosch,Stellenbosch University,Psychology,7,2019,0,Political Stability,2020,South Africa,Apple,1.8245504768181462,0.4253910756438789,0,2,2,-1.445640652793448,-1.2311475026470962,1
3,8,London,Imperial College London,Psychology,4,2019,0,Job Opportunities,2021,None,None,-0.8785035087145754,0.26283307097594816,2,1,4,0.0,-0.008315259255065975,0
6,9,San Francisco,UC Berkeley,Law,4,2022,1,Higher Ranking,2023,None,None,-0.8785035087145754,1.4936293920331336,5,1,2,-0.8707230536917584,-1.2311475026470962,0
6,4,Dublin,Technological University Dublin,Biotechnology,2,2021,0,Higher Ranking,2023,None,None,-0.8785035087145754,1.0291779501247615,5,0,3,-0.008346655039222967,-0.008315259255065975,0
8,7,Dubai,University of Dubai,Computer Science,4,2022,0,Scholarship,2024,UAE,Apple,-0.05108106143136694,-1.1769663989400032,1,1,3,0.18329254466134054,-0.008315259255065975,1
5,8,Cambridge,University of Cambridge,Finance,3,2019,1,Higher Ranking,2022,None,None,-0.8785035087145754,0.9827328059339243,2,0,0,-1.5414602526437293,1.214516984136964,0
8,2,Berlin,Humboldt University,Business Administration,0,2022,1,Scholarship,2024,None,None,-0.8785035087145754,0.23961049888053007,0,3,2,-1.2540014530928845,-0.008315259255065975,0
2,8,Cambridge,University of Cambridge,Data Science,2,2020,0,Scholarship,2021,UK,Facebook,1.7593418110451713,-1.2001889710354223,4,0,1,0.18329254466134054,-1.2311475026470962,1
9,8,London,Imperial College London,Electrical Engineering,0,2019,1,Political Stability,2021,UK,Tesla,1.675992240370129,0.6808393686934829,1,3,4,0.0,-0.008315259255065975,1
9,1,Helsinki,University of Helsinki,Economics,4,2023,1,Higher Ranking,2024,None,None,-0.8785035087145754,0.913065089647669,1,4,1,1.7164061422658479,-1.2311475026470962,0
4,0,Toronto,University of Toronto,Data Science,4,2020,0,Higher Ranking,2021,None,None,-0.8785035087145754,0.8898425175522499,3,0,4,0.0,-1.2311475026470962,0
7,4,Cork,University College Cork,Civil Engineering,6,2021,0,Higher Ranking,2024,None,None,-0.8785035087145754,0.7969522291705755,5,0,1,-0.39162505444035,1.214516984136964,0
9,1,Turku,Ã…bo Akademi University,Architecture,6,2019,0,Job Opportunities,2020,None,None,-0.8785035087145754,-0.41062151979119077,2,1,2,1.4289473427150021,-1.2311475026470962,0
9,8,London,King's College London,Computer Science,2,2023,0,Scholarship,2025,UK,Microsoft,0.01341774284544005,-0.6428472407453758,5,3,4,0.0,-0.008315259255065975,1
6,9,New York,Columbia University,Psychology,3,2019,0,Higher Ranking,2020,None,None,-0.8785035087145754,-0.898295533794981,3,2,4,0.0,-1.2311475026470962,0
2,3,Mumbai,IIT Bombay,Finance,2,2019,0,Higher Ranking,2021,None,None,-0.8785035087145754,-0.5964020965545386,1,4,1,1.4289473427150021,-0.008315259255065975,0
7,0,Kingston,Queen's University,Business Administration,6,2020,0,Scholarship,2021,None,None,-0.8785035087145754,0.3789459314530417,3,4,1,0.6623905439127489,-1.2311475026470962,0
9,8,London,Imperial College London,Civil Engineering,1,2023,0,Quality of Life,2025,None,None,-0.8785035087145754,0.10027506630801845,2,1,3,-0.19998585473978647,-0.008315259255065975,0
2,9,San Francisco,UC Berkeley,Medicine,3,2023,0,Quality of Life,2026,USA,Apple,1.2707204811829649,0.704061940788901,0,4,3,-0.5832642541409127,1.214516984136964,1
4,3,Pilani,BITS Pilani,Mechanical Engineering,3,2023,1,Scholarship,2025,India,Amazon,0.8740853701991763,-1.5020824082758635,2,4,0,0.8540297436133124,-0.008315259255065975,1
4,7,Dubai,University of Dubai,Economics,1,2022,0,Quality of Life,2025,UAE,Microsoft,1.0221703656497483,-1.594972696657538,5,1,2,0.6623905439127489,1.214516984136964,1
0,5,Moscow,Bauman Moscow State Technical University,Economics,1,2020,1,Political Stability,2021,None,None,-0.8785035087145754,1.1685133826972731,1,2,4,0.0,-1.2311475026470962,0
6,7,Dubai,Manipal Academy Dubai,Civil Engineering,3,2023,1,Higher Ranking,2026,UAE,Deloitte,0.04640658404235173,1.5168519641285516,1,3,1,0.27911214451162186,1.214516984136964,1
4,8,Manchester,University of Manchester,Law,5,2022,1,Job Opportunities,2025,None,None,-0.8785035087145754,0.35572335935762256,4,0,3,-0.6790838539911949,1.214516984136964,0
3,9,Boston,MIT,Electrical Engineering,3,2022,0,Political Stability,2023,USA,Facebook,0.1270153006071903,-1.2001889710354223,3,4,2,0.4707513442121854,-1.2311475026470962,1
0,3,Delhi,Delhi University,Psychology,5,2019,1,Scholarship,2020,None,None,-0.8785035087145754,-0.06228293835991124,1,0,4,0.0,-1.2311475026470962,0
5,9,San Francisco,UC Berkeley,Economics,0,2021,0,Scholarship,2024,None,None,-0.8785035087145754,-0.7357375291270501,0,4,4,0.0,1.214516984136964,0
3,9,Boston,Harvard University,Computer Science,7,2021,0,Quality of Life,2022,None,None,-0.8785035087145754,-1.3163018315125148,4,4,4,0.0,-1.2311475026470962,0
0,7,Sharjah,American University of Sharjah,Mechanical Engineering,6,2022,1,Quality of Life,2024,UAE,Goldman Sachs,0.05249956188445914,0.5647265082163905,0,3,0,-1.3498210529431667,-0.008315259255065975,1
0,9,Los Angeles,UCLA,Design,4,2021,1,Higher Ranking,2023,None,None,-0.8785035087145754,-1.6878629850392124,0,2,2,-1.6372798524940115,-0.008315259255065975,0
3,5,Saint Petersburg,Saint Petersburg State University,Finance,6,2020,1,Higher Ranking,2022,None,None,-0.8785035087145754,1.6794099687964823,2,0,4,0.0,-0.008315259255065975,0
9,5,Saint Petersburg,Saint Petersburg State University,Architecture,0,2023,1,Quality of Life,2026,None,None,-0.8785035087145754,-0.29450865931409725,1,0,4,0.0,1.214516984136964,0
0,7,Sharjah,American University of Sharjah,Economics,2,2019,1,Quality of Life,2022,None,None,-0.8785035087145754,0.5182813640255532,2,3,4,0.0,1.214516984136964,0
2,5,Moscow,Moscow Institute of Physics and Technology,Economics,7,2019,1,Higher Ranking,2020,None,None,-0.8785035087145754,-0.6660698128407949,0,3,2,1.8122257421161292,-1.2311475026470962,0
0,6,Pretoria,University of Pretoria,Computer Science,2,2022,0,Quality of Life,2024,None,None,-0.8785035087145754,-0.5731795244591205,5,0,4,0.0,-0.008315259255065975,0
1,6,Johannesburg,University of the Witwatersrand,Electrical Engineering,4,2021,0,Quality of Life,2023,None,None,-0.8785035087145754,0.9362876617430871,4,3,4,0.0,-0.008315259255065975,0
7,3,Mumbai,IIT Bombay,Mechanical Engineering,3,2019,0,Higher Ranking,2021,India,SAP,0.3848922074650569,1.2381810989835285,1,0,4,0.0,-0.008315259255065975,1
3,9,Boston,MIT,Law,5,2023,0,Higher Ranking,2025,None,None,-0.8785035087145754,-1.594972696657538,3,0,0,1.1414885431641564,-0.008315259255065975,0
9,0,Edmonton,University of Alberta,Business Administration,5,2022,1,Scholarship,2023,Canada,McKinsey,0.027023421521990592,-0.10872808255074845,2,4,0,1.5247669425652834,-1.2311475026470962,1
0,2,Heidelberg,Heidelberg University,Electrical Engineering,3,2022,0,Job Opportunities,2024,None,None,-0.8785035087145754,-0.4338440918866089,1,2,0,-1.3498210529431667,-0.008315259255065975,0
6,2,Aachen,RWTH Aachen,Law,4,2019,1,Quality of Life,2022,None,None,-0.8785035087145754,-0.10872808255074845,3,3,2,1.3331277428647208,1.214516984136964,0
6,5,Moscow,Lomonosov Moscow State University,Medicine,1,2020,0,Job Opportunities,2022,Russia,Google,1.8001588470748229,0.3092782151667854,3,4,2,-1.828919052194575,-0.008315259255065975,1
0,2,Aachen,RWTH Aachen,Psychology,6,2020,0,Job Opportunities,2023,Germany,SAP,1.2160019908533595,1.2149585268881102,4,1,4,0.0,1.214516984136964,1
6,5,Moscow,Moscow Institute of Physics and Technology,Psychology,2,2021,0,Job Opportunities,2023,None,None,-0.8785035087145754,0.5879490803118086,4,1,1,1.6205865424155648,-0.008315259255065975,0
7,1,Helsinki,University of Helsinki,Civil Engineering,4,2023,0,Political Stability,2025,None,None,-0.8785035087145754,0.14672021049885567,5,1,0,-0.6790838539911949,-0.008315259255065975,0
8,3,Bangalore,IISc Bangalore,Medicine,0,2023,1,Political Stability,2026,None,None,-0.8785035087145754,-1.339524403607934,3,3,0,-1.7330994523442929,1.214516984136964,0
3,5,Moscow,Moscow Institute of Physics and Technology,Computer Science,3,2023,0,Higher Ranking,2024,Russia,Google,1.0298605318582332,0.4950587919301342,5,4,3,-1.3498210529431667,-1.2311475026470962,1
4,6,Stellenbosch,Stellenbosch University,Political Science,2,2022,1,Quality of Life,2024,None,None,-0.8785035087145754,1.0524005222201807,2,0,3,1.1414885431641564,-0.008315259255065975,0
5,4,Cork,University College Cork,Electrical Engineering,2,2020,0,Quality of Life,2021,Ireland,Microsoft,1.6942711738964513,0.9827328059339243,2,4,1,-1.7330994523442929,-1.2311475026470962,1
5,9,New York,Columbia University,Medicine,1,2019,1,Scholarship,2021,USA,Deloitte,0.9443222215700068,1.4007391036514591,5,2,4,0.0,-0.008315259255065975,1
2,7,Sharjah,American University of Sharjah,Psychology,3,2023,0,Scholarship,2024,UAE,Tesla,0.9766406380205377,0.44861364773929696,1,3,0,1.2373081430144395,-1.2311475026470962,1
6,4,Dublin,Trinity College Dublin,Psychology,7,2020,1,Quality of Life,2023,None,None,-0.8785035087145754,0.35572335935762256,4,3,1,-1.2540014530928845,1.214516984136964,0
4,7,Dubai,Middlesex University Dubai,Civil Engineering,0,2023,1,Job Opportunities,2024,None,None,-0.8785035087145754,-0.7125149570316321,1,3,0,-0.7749034538414762,-1.2311475026470962,0
2,6,Cape Town,University of Cape Town,Architecture,3,2020,0,Scholarship,2022,None,None,-0.8785035087145754,-1.2234115431308403,1,2,4,0.0,-0.008315259255065975,0
4,2,Stuttgart,University of Stuttgart,Civil Engineering,5,2022,1,Scholarship,2023,Germany,McKinsey,0.7387976000545194,-0.6196246686499577,1,3,3,-0.1041662548895043,-1.2311475026470962,1
5,1,Espoo,Aalto University,Business Administration,4,2022,1,Higher Ranking,2024,Finland,SAP,-0.08955161084868593,-0.31773123140951637,5,3,1,1.045668943313875,-0.008315259255065975,1
0,8,Birmingham,University of Birmingham,Electrical Engineering,5,2023,1,Quality of Life,2026,None,None,-0.8785035087145754,0.8433973733614127,4,1,4,0.0,1.214516984136964,0
4,5,Kazan,Kazan Federal University,Architecture,4,2019,0,Political Stability,2022,Russia,Tesla,0.6481127939190761,-0.24806351512326005,3,3,4,0.0,1.214516984136964,1
1,6,Pretoria,University of Pretoria,Design,7,2019,1,Scholarship,2020,None,None,-0.8785035087145754,-1.4788598361804455,4,4,4,0.0,-1.2311475026470962,0
0,4,Dublin,Technological University Dublin,Mechanical Engineering,0,2022,0,Quality of Life,2023,None,None,-0.8785035087145754,-1.339524403607934,4,2,1,-0.1041662548895043,-1.2311475026470962,0
8,1,Helsinki,University of Helsinki,Psychology,0,2020,1,Higher Ranking,2022,Finland,Microsoft,0.07103483428439757,1.5400745362239707,2,4,0,-0.39162505444035,-0.008315259255065975,1
6,8,London,King's College London,Business Administration,7,2022,1,Job Opportunities,2023,None,None,-0.8785035087145754,-0.7125149570316321,1,3,4,0.0,-1.2311475026470962,0
8,2,Munich,LMU Munich,Data Science,5,2021,0,Quality of Life,2022,Germany,Facebook,0.8169809565074512,-0.5035118081728652,2,3,4,0.0,-1.2311475026470962,1
0,1,Joensuu,University of Eastern Finland,Data Science,6,2021,1,Job Opportunities,2022,Finland,Goldman Sachs,-0.06693463484578235,1.7026325408919005,2,4,0,-1.5414602526437293,-1.2311475026470962,1
1,7,Dubai,Heriot-Watt Dubai,Law,2,2020,0,Quality of Life,2023,None,None,-0.8785035087145754,1.3078488152697847,4,3,1,1.3331277428647208,1.214516984136964,0
5,3,Chennai,IIT Madras,Biotechnology,5,2020,1,Scholarship,2022,None,None,-0.8785035087145754,1.0059553780293433,3,4,1,-1.062362253392321,-0.008315259255065975,0
0,4,Cork,University College Cork,Design,6,2023,0,Political Stability,2025,Ireland,Intel,1.9589509200925932,0.6808393686934829,4,3,4,0.0,-0.008315259255065975,1
0,5,Saint Petersburg,Saint Petersburg State University,Finance,5,2022,0,Quality of Life,2023,None,None,-0.8785035087145754,-0.898295533794981,0,1,0,1.1414885431641564,-1.2311475026470962,0
5,8,Edinburgh,University of Edinburgh,Architecture,5,2023,0,Higher Ranking,2024,None,None,-0.8785035087145754,0.28605564307136727,3,3,1,1.1414885431641564,-1.2311475026470962,0
4,5,Moscow,Moscow Institute of Physics and Technology,Finance,1,2021,0,Political Stability,2022,Russia,Facebook,0.43136841708915785,0.19316535468969287,1,2,0,1.7164061422658479,-1.2311475026470962,1
1,4,Dublin,University College Dublin,Data Science,5,2019,0,Scholarship,2022,Ireland,Amazon,1.2581204396259855,-0.10872808255074845,0,2,1,-1.2540014530928845,1.214516984136964,1
1,3,Chennai,IIT Madras,Computer Science,6,2022,0,Job Opportunities,2025,None,None,-0.8785035087145754,0.12349763840343654,3,3,4,0.0,1.214516984136964,0
4,3,Delhi,JNU Delhi,Medicine,0,2021,1,Quality of Life,2023,India,Tesla,1.0905734081554783,-0.7357375291270501,2,4,4,0.0,-0.008315259255065975,1
9,3,Delhi,Delhi University,Design,1,2019,0,Job Opportunities,2022,India,Apple,-0.13052639387748596,0.7737296570751574,2,3,1,1.7164061422658479,1.214516984136964,1
9,4,Dublin,Technological University Dublin,Architecture,3,2021,0,Higher Ranking,2024,Ireland,Microsoft,0.19616764135887543,0.14672021049885567,3,4,1,-1.062362253392321,1.214516984136964,1
6,5,Moscow,Lomonosov Moscow State University,Computer Science,3,2022,1,Higher Ranking,2024,Russia,IBM,1.0718212336317108,0.3325007872622045,2,0,2,0.8540297436133124,-0.008315259255065975,1
1,9,Boston,Harvard University,Architecture,3,2019,1,Quality of Life,2022,None,None,-0.8785035087145754,0.35572335935762256,1,2,3,0.18329254466134054,1.214516984136964,0
2,7,Dubai,Middlesex University Dubai,Psychology,3,2019,1,Scholarship,2020,UAE,Goldman Sachs,1.1757173509458339,-0.5964020965545386,3,4,2,1.045668943313875,-1.2311475026470962,1
2,7,Dubai,Manipal Academy Dubai,Business Administration,3,2022,1,Scholarship,2025,None,None,-0.8785035087145754,-0.24806351512326005,1,3,4,0.0,1.214516984136964,0
9,5,Moscow,Higher School of Economics,Business Administration,7,2020,1,Quality of Life,2023,None,None,-0.8785035087145754,1.6794099687964823,5,1,3,-0.39162505444035,1.214516984136964,0
9,4,Dublin,Trinity College Dublin,Mechanical Engineering,0,2020,0,Scholarship,2021,None,None,-0.8785035087145754,-0.9911858221766553,4,4,0,-0.2958054545900678,-1.2311475026470962,0
0,2,Munich,LMU Munich,Political Science,6,2020,0,Political Stability,2023,Germany,IBM,-0.16406734957141708,-0.6660698128407949,5,0,4,0.0,1.214516984136964,1
6,0,Vancouver,University of British Columbia,Architecture,3,2022,1,Higher Ranking,2024,None,None,-0.8785035087145754,0.6343942245026458,1,2,4,0.0,-0.008315259255065975,0
8,2,Berlin,Humboldt University,Economics,4,2021,0,Quality of Life,2024,None,None,-0.8785035087145754,-0.3409538035049345,2,1,1,0.5665709440624668,1.214516984136964,0
4,8,Oxford,University of Oxford,Electrical Engineering,2,2021,0,Political Stability,2024,UK,Tesla,-0.07561071979894501,-0.6196246686499577,5,3,0,0.9498493434635937,1.214516984136964,1
9,7,Sharjah,American University of Sharjah,Mechanical Engineering,7,2023,0,Job Opportunities,2026,UAE,SAP,1.5226424388229791,0.5879490803118086,5,2,3,1.5247669425652834,1.214516984136964,1
0,4,Dublin,Trinity College Dublin,Law,6,2019,1,Political Stability,2022,None,None,-0.8785035087145754,1.7026325408919005,3,2,3,0.08747294481105837,1.214516984136964,0
6,4,Maynooth,Maynooth University,Data Science,7,2023,0,Job Opportunities,2026,None,None,-0.8785035087145754,1.4239616757468772,5,3,4,0.0,1.214516984136964,0
8,6,Johannesburg,University of the Witwatersrand,Civil Engineering,2,2020,1,Job Opportunities,2022,None,None,-0.8785035087145754,-0.15517322674158565,4,3,2,-0.008346655039222967,-0.008315259255065975,0
7,3,Delhi,IIT Delhi,Law,4,2020,1,Higher Ranking,2021,India,McKinsey,0.7152341420567254,0.913065089647669,3,3,2,1.7164061422658479,-1.2311475026470962,1
3,8,London,Imperial College London,Computer Science,2,2021,1,Quality of Life,2023,UK,Intel,-0.06362194786366569,0.6111716524072267,4,1,1,1.2373081430144395,-0.008315259255065975,1
8,4,Galway,National University of Ireland Galway,Architecture,1,2023,1,Job Opportunities,2025,Ireland,Facebook,2.0567934963143957,-0.08550551045533036,4,1,0,0.3749317443619041,-0.008315259255065975,1
3,1,Espoo,Aalto University,Data Science,7,2021,0,Job Opportunities,2023,None,None,-0.8785035087145754,-1.5485275524667008,2,0,4,0.0,-0.008315259255065975,0
9,0,Toronto,University of Toronto,Law,7,2022,1,Job Opportunities,2024,Canada,Goldman Sachs,1.6963021665104872,-0.24806351512326005,0,3,2,-0.8707230536917584,-0.008315259255065975,1
4,7,Dubai,University of Dubai,Psychology,2,2023,1,Higher Ranking,2025,UAE,Google,1.9906777852963176,0.8666199454568319,5,4,1,-0.6790838539911949,-0.008315259255065975,1
3,2,Berlin,Humboldt University,Psychology,3,2022,0,Higher Ranking,2024,None,None,-0.8785035087145754,1.4471842478422963,4,1,1,0.4707513442121854,-0.008315259255065975,0
3,9,New York,Columbia University,Economics,1,2020,1,Higher Ranking,2021,None,None,-0.8785035087145754,1.1452908106018551,5,3,0,0.4707513442121854,-1.2311475026470962,0
7,2,Berlin,Humboldt University,Architecture,5,2019,1,Scholarship,2021,Germany,IBM,1.6698598257782347,-1.1072986826537479,5,0,2,-0.48744465429063133,-0.008315259255065975,1
1,3,Delhi,Delhi University,Finance,2,2019,0,Quality of Life,2020,None,None,-0.8785035087145754,-1.7110855571346315,5,3,4,0.0,-1.2311475026470962,0
6,9,Boston,Harvard University,Psychology,7,2022,1,Job Opportunities,2024,USA,SAP,0.9720462566703403,1.122068238506436,3,3,2,0.9498493434635937,-0.008315259255065975,1
5,4,Galway,National University of Ireland Galway,Law,4,2020,0,Quality of Life,2023,Ireland,Tesla,0.3432667180647697,-1.2930792594170966,2,2,4,0.0,1.214516984136964,1
4,8,London,UCL,Electrical Engineering,1,2021,1,Political Stability,2022,UK,Tesla,-0.081151583144033,0.16994278259427376,5,2,3,-1.5414602526437293,-1.2311475026470962,1
0,6,Grahamstown,Rhodes University,Finance,5,2020,0,Higher Ranking,2023,None,None,-0.8785035087145754,-1.57175012456212,2,1,2,0.6623905439127489,1.214516984136964,0
1,7,Dubai,Manipal Academy Dubai,Mechanical Engineering,7,2019,1,Scholarship,2020,None,None,-0.8785035087145754,0.6808393686934829,4,4,4,0.0,-1.2311475026470962,0
6,3,Delhi,Delhi University,Psychology,3,2022,1,Political Stability,2025,None,None,-0.8785035087145754,1.37751653155604,3,4,2,0.4707513442121854,1.214516984136964,0
9,6,Grahamstown,Rhodes University,Computer Science,0,2020,0,Job Opportunities,2022,South Africa,Microsoft,1.4379717370300689,1.331071387365203,1,3,4,0.0,-0.008315259255065975,1
4,7,Dubai,Manipal Academy Dubai,Architecture,2,2023,0,Scholarship,2024,UAE,Microsoft,1.6980373835011198,0.7505070849797383,1,4,1,1.8122257421161292,-1.2311475026470962,1
2,0,Ottawa,University of Ottawa,Computer Science,6,2023,1,Job Opportunities,2026,Canada,McKinsey,-0.1414898103183006,-1.2466341152262594,0,0,4,0.0,1.214516984136964,1
1,8,London,UCL,Economics,6,2019,1,Scholarship,2022,UK,Deloitte,0.0011134769118639075,1.4007391036514591,5,2,4,0.0,1.214516984136964,1
7,4,Maynooth,Maynooth University,Finance,6,2022,0,Job Opportunities,2023,Ireland,Goldman Sachs,-0.18605333757772702,0.5647265082163905,1,2,3,-0.9665426535420397,-1.2311475026470962,1
8,0,Montreal,McGill University,Data Science,6,2023,0,Scholarship,2024,Canada,Apple,1.5762369817836521,0.7969522291705755,5,3,2,-1.445640652793448,-1.2311475026470962,1
5,0,Edmonton,University of Alberta,Biotechnology,7,2022,1,Political Stability,2023,Canada,Google,0.7992935742279355,0.007384777926344049,3,0,3,-0.008346655039222967,-1.2311475026470962,1
7,6,Stellenbosch,Stellenbosch University,Psychology,1,2021,1,Political Stability,2022,South Africa,Goldman Sachs,1.7155078636568064,-0.7589601012224693,0,0,4,0.0,-1.2311475026470962,1
7,1,Joensuu,University of Eastern Finland,Finance,4,2019,0,Quality of Life,2021,Finland,SAP,0.27752565616966896,0.16994278259427376,2,2,1,0.8540297436133124,-0.008315259255065975,1
5,7,Dubai,University of Dubai,Business Administration,6,2023,1,Quality of Life,2024,None,None,-0.8785035087145754,0.7969522291705755,2,0,1,0.9498493434635937,-1.2311475026470962,0
3,7,Dubai,Middlesex University Dubai,Electrical Engineering,0,2022,1,Quality of Life,2023,UAE,Microsoft,1.4850197795260827,0.7737296570751574,1,3,1,1.5247669425652834,-1.2311475026470962,1
2,4,Dublin,Technological University Dublin,Electrical Engineering,2,2020,0,Quality of Life,2023,Ireland,Intel,0.6480339204195018,0.05382992211718125,0,4,0,1.4289473427150021,1.214516984136964,1
6,5,Moscow,Moscow Institute of Physics and Technology,Civil Engineering,7,2023,0,Higher Ranking,2024,None,None,-0.8785035087145754,-0.7357375291270501,1,4,4,0.0,-1.2311475026470962,0
7,0,Vancouver,Simon Fraser University,Economics,6,2019,1,Political Stability,2021,None,None,-0.8785035087145754,0.28605564307136727,5,2,3,0.8540297436133124,-0.008315259255065975,0
8,2,Munich,LMU Munich,Medicine,3,2021,0,Quality of Life,2024,None,None,-0.8785035087145754,1.5168519641285516,4,3,1,-1.1581818532426031,1.214516984136964,0
2,7,Sharjah,American University of Sharjah,Computer Science,3,2022,1,Scholarship,2023,UAE,Google,1.4105631959280323,-1.385969547798771,1,2,1,-0.9665426535420397,-1.2311475026470962,1
3,7,Dubai,Manipal Academy Dubai,Architecture,2,2023,0,Higher Ranking,2026,None,None,-0.8785035087145754,-0.9447406779858181,4,1,4,0.0,1.214516984136964,0
9,6,Grahamstown,Rhodes University,Psychology,7,2023,1,Higher Ranking,2025,None,None,-0.8785035087145754,-0.22484094302784197,3,2,4,0.0,-0.008315259255065975,0
